Time,ADC,DAC
0.0,-0.3652455214087344,-0.5900753807184057
0.001,-0.39844965971861934,-0.5669423505355998
0.002,-0.423841059602649,-0.5507675405133213
0.003,-0.4414197210608234,-0.5393230994598224
0.004,-0.45509201330607013,-0.5295571764275033
0.005,-0.46485793633838923,-0.5236060670796838
0.006,-0.4726706747642445,-0.5173802911465804
0.007,-0.47657704397717215,-0.5157322916348765
0.008,-0.4824365977965636,-0.510696737571337
0.009000000000000001,-0.48634296700949126,-0.5083162938322092
0.01,-0.48634296700949126,-0.5090792565691091
0.011,-0.4882961516159551,-0.5071260719626454
0.012,-0.4922025208288827,-0.5047761467329935
0.013000000000000001,-0.4922025208288827,-0.5047761467329935
0.014,-0.4922025208288827,-0.5047761467329935
0.015,-0.49415570543534654,-0.5028229621265298
0.016,-0.49610889004181036,-0.5023957029938658
0.017,-0.49415570543534654,-0.5035859248634297
0.018000000000000002,-0.49610889004181036,-0.5016327402569658
0.019,-0.49610889004181036,-0.5023957029938658
0.02,-0.49610889004181036,-0.5016327402569658
0.021,-0.49610889004181036,-0.5023957029938658
0.022,-0.4980620746482742,-0.5004730368968779
0.023,-0.49610889004181036,-0.5023957029938658
0.024,-0.4980620746482742,-0.5004730368968779
0.025,-0.4980620746482742,-0.5004730368968779
0.026000000000000002,-0.4980620746482742,-0.5004730368968779
0.027,-0.4980620746482742,-0.5004730368968779
0.028,-0.500015259254738,-0.4992828150273141
0.029,-0.4980620746482742,-0.5004730368968779
0.03,-0.4980620746482742,-0.5004730368968779
0.031,-0.4980620746482742,-0.5004730368968779
0.032,-0.500015259254738,-0.4992828150273141
0.033,-0.4980620746482742,-0.5004730368968779
0.034,-0.500015259254738,-0.4992828150273141
0.035,-0.500015259254738,-0.4992828150273141
0.036000000000000004,-0.4980620746482742,-0.5012054811243019
0.037,-0.500015259254738,-0.4992828150273141
0.038,-0.4980620746482742,-0.5004730368968779
0.039,-0.500015259254738,-0.4992828150273141
0.04,-0.4980620746482742,-0.5004730368968779
0.041,-0.500015259254738,-0.4992828150273141
0.042,-0.500015259254738,-0.4992828150273141
0.043000000000000003,-0.500015259254738,-0.4992828150273141
0.044,-0.500015259254738,1.0
0.045,-0.3535264137699515,1.0
0.046,-0.15039521469771416,0.9642933439130833
0.047,0.025391399884029664,0.8181402020325327
0.048,0.15625476851710562,0.7296975615710929
0.049,0.250007629627369,0.6667989135410627
0.05,0.3164159062471389,0.6227301858577227
0.051000000000000004,0.3652455214087344,0.5900753807184057
0.052000000000000005,0.39844965971861934,0.5684072389904478
0.053,0.423841059602649,0.5514999847407452
0.054,0.4414197210608234,0.5400860621967223
0.055,0.45704519791253395,0.5298318430127873
0.056,0.46485793633838923,0.5243385113071077
0.057,0.4726706747642445,0.5188451796014283
0.058,0.478530228583636,0.5153050325022126
0.059000000000000004,0.4824365977965636,0.5129245887630848
0.06,0.48438978240302744,0.5117343668935209
0.061,0.4882961516159551,0.5086214789269692
0.062,0.4882961516159551,0.5086214789269692
0.063,0.4902493362224189,0.5074312570574053
0.064,0.4922025208288827,0.5062410351878415
0.065,0.4922025208288827,0.5055085909604174
0.066,0.4922025208288827,0.5062410351878415
0.067,0.4922025208288827,0.5055085909604174
0.068,0.49415570543534654,0.5043183690908536
0.069,0.49415570543534654,0.5043183690908536
0.07,0.49415570543534654,0.5050508133182775
0.07100000000000001,0.49415570543534654,0.5043183690908536
0.07200000000000001,0.49415570543534654,0.5043183690908536
0.073,0.49610889004181036,0.5031281472212897
0.074,0.49610889004181036,0.5031281472212897
0.075,0.49610889004181036,0.5038605914487136
0.076,0.49610889004181036,0.5031281472212897
0.077,0.49610889004181036,0.5038605914487136
0.078,0.49610889004181036,0.5038605914487136
0.079,0.49610889004181036,0.5031281472212897
0.08,0.49610889004181036,0.5031281472212897
0.081,0.49610889004181036,0.5031281472212897
0.082,0.49610889004181036,0.5031281472212897
0.083,0.49610889004181036,0.5031281472212897
0.084,0.4980620746482742,0.5019379253517258
0.085,0.49610889004181036,0.5038605914487136
0.08600000000000001,0.49610889004181036,0.5031281472212897
0.08700000000000001,0.49610889004181036,0.5031281472212897
0.088,0.49610889004181036,0.5031281472212897
0.089,0.4980620746482742,0.5019379253517258
0.09,0.49610889004181036,0.5031281472212897
0.091,0.4980620746482742,0.5019379253517258
0.092,0.4980620746482742,0.5019379253517258
0.093,0.4980620746482742,0.5019379253517258
0.094,0.4980620746482742,0.5019379253517258
0.095,0.49610889004181036,-1.000030518509476
0.096,0.33985412152470473,-1.000030518509476
0.097,0.13281655323953978,-0.9498886074404126
0.098,-0.039063692129276406,-0.8091067232276375
0.099,-0.16602069154942473,-0.7222815637684256
0.1,-0.25586718344676046,-0.6624958037049471
0.101,-0.32032227546006653,-0.619617297891171
0.10200000000000001,-0.3671987060151982,-0.5881527146214179
0.10300000000000001,-0.39844965971861934,-0.5676747947630237
0.10400000000000001,-0.423841059602649,-0.5500350962858974
0.105,-0.4414197210608234,-0.5393230994598224
0.106,-0.45509201330607013,-0.5295571764275033
0.107,-0.46485793633838923,-0.5228736228522599
0.108,-0.4726706747642445,-0.5181127353740044
0.109,-0.478530228583636,-0.5138096255378888
0.11,-0.4824365977965636,-0.511429181798761
0.111,-0.48438978240302744,-0.5102389599291971
0.112,-0.48634296700949126,-0.5083162938322092
0.113,-0.4882961516159551,-0.5071260719626454
0.114,-0.4922025208288827,-0.5047761467329935
