Time,ADC,DAC
0.0,0.0,-0.4173403524834058
0.001,-0.4334538796063172,-0.35965896086060883
0.002,-0.43828793774319064,-0.44795605401693744
0.003,-0.42861982146944383,-0.474392309452964
0.004,-0.4253971160448615,-0.41990844586861975
0.005,-0.43023117418173495,-0.4128336003662165
0.006,-0.43023117418173495,-0.43861524376287475
0.007,-0.4270084687571527,-0.432799267566949
0.008,-0.4270084687571527,-0.4270084687571527
0.009000000000000001,-0.4270084687571527,-0.4212176699473563
0.01,-0.4270084687571527,-0.4318425268940261
0.011,-0.4253971160448615,-0.42668116273746853
0.012,-0.4253971160448615,-0.42151979858091093
0.013000000000000001,-0.4253971160448615,-0.432799267566949
0.014,-0.42378576333257034,-0.41185168230716407
0.015,-0.4253971160448615,-0.42313115129320206
0.016,-0.42378576333257034,-0.4350652323186084
0.017,-0.42217441062027916,-0.41477225909819176
0.018000000000000002,-0.42378576333257034,-0.42668116273746853
0.019,-0.42217441062027916,-0.42282902265964745
0.02,-0.42217441062027916,-0.4189517051956969
0.021,-0.42217441062027916,-0.4150743877317464
0.022,-0.42217441062027916,-0.42766308079652093
0.023,-0.42056305790798804,-0.42444037537193857
0.024,-0.42056305790798804,-0.4212176699473563
0.025,-0.42056305790798804,-0.41799496452277407
0.026000000000000002,-0.42056305790798804,-0.41477225909819176
0.027,-0.42056305790798804,-0.4115495536736095
0.028,-0.42056305790798804,-0.4247425040054932
0.029,-0.4189517051956969,-0.42217441062027916
0.03,-0.4189517051956969,-0.4196063172350652
0.031,-0.4189517051956969,-0.4170130464637216
0.032,-0.4189517051956969,-0.41444495307850765
0.033,-0.4189517051956969,-0.41185168230716407
0.034,-0.4189517051956969,-0.4257244220645457
0.035,-0.4173403524834058,-0.4073449301899748
0.036000000000000004,-0.4189517051956969,-0.4212176699473563
0.037,-0.4173403524834058,-0.419279011215381
0.038,-0.4173403524834058,-0.4173403524834058
0.039,-0.4173403524834058,-0.39896086060883496
0.04,-0.4189517051956969,0.8249874113069352
0.041,-0.41572899977111466,0.8249874113069352
0.042,-0.28843213550011443,0.8249874113069352
0.043000000000000003,-0.11440604257267109,0.8249874113069352
0.044,0.037061112382696264,0.8249874113069352
0.045,0.1643579766536965,0.8249874113069352
0.046,0.2707072556649119,0.8249874113069352
0.047,0.36094300755321584,0.4569695582513161
0.048,0.4350652323186084,0.20141908903639275
0.049,0.4592355230029755,0.49501258869306475
0.05,0.42861982146944383,0.5707461661707484
0.051000000000000004,0.42056305790798804,0.38672465094987407
0.052000000000000005,0.43828793774319064,0.376401922636759
0.053,0.43828793774319064,0.48113984893568323
0.054,0.4270084687571527,0.47534905012588685
0.055,0.4270084687571527,0.4037949187457084
0.056,0.4334538796063172,0.41185168230716407
0.057,0.4318425268940261,0.4534447241931792
0.058,0.4270084687571527,0.44762874799725333
0.059000000000000004,0.4270084687571527,0.40895628290226593
0.06,0.43023117418173495,0.4347379262989242
0.061,0.4270084687571527,0.4453879606317235
0.062,0.4253971160448615,0.42378576333257034
0.063,0.4270084687571527,0.41799496452277407
0.064,0.4270084687571527,0.42861982146944383
0.065,0.4253971160448615,0.43989929045548176
0.066,0.42378576333257034,0.4189517051956969
0.067,0.4253971160448615,0.41379034103913936
0.068,0.4253971160448615,0.4415106431677729
0.069,0.42217441062027916,0.4212176699473563
0.07,0.42378576333257034,0.4166857404440375
0.07100000000000001,0.42378576333257034,0.42861982146944383
0.07200000000000001,0.42217441062027916,0.4247425040054932
0.073,0.42217441062027916,0.4208903639276722
0.074,0.42217441062027916,0.4334538796063172
0.075,0.42056305790798804,0.41379034103913936
0.076,0.42217441062027916,0.4263538567177844
0.077,0.42056305790798804,0.42313115129320206
0.078,0.42056305790798804,0.41990844586861975
0.079,0.42056305790798804,0.4166857404440375
0.08,0.42056305790798804,0.42990386816205084
0.081,0.4189517051956969,0.4273357747768368
0.082,0.4189517051956969,0.4083268482490272
0.083,0.42056305790798804,0.42151979858091093
0.084,0.4189517051956969,0.4189517051956969
0.085,0.4189517051956969,0.4163836118104829
0.08600000000000001,0.4189517051956969,0.43023117418173495
0.08700000000000001,0.4173403524834058,0.41185168230716407
0.088,0.4189517051956969,0.4257244220645457
0.089,0.4173403524834058,0.42378576333257034
0.09,0.4173403524834058,0.4054062714579995
0.091,0.4189517051956969,-0.8250125886930647
0.092,0.4173403524834058,-0.8250125886930647
0.093,0.28037537193865875,-0.8250125886930647
0.094,0.10312657358663309,-0.8250125886930647
0.095,-0.04834058136873426,-0.8250125886930647
0.096,-0.1724147402151522,-0.8250125886930647
0.097,-0.27392996108949413,-0.8250125886930647
0.098,-0.35933165484092466,-0.4843625543602655
0.099,-0.43023117418173495,-0.19786907759212635
0.1,-0.45762417029068436,-0.4427946898603799
0.101,-0.4318425268940261,-0.5829823758297094
0.10200000000000001,-0.4173403524834058,-0.4166857404440375
0.10300000000000001,-0.4334538796063172,-0.35900434882124055
0.10400000000000001,-0.43828793774319064,-0.46374227512016475
0.105,-0.4270084687571527,-0.474392309452964
0.106,-0.4253971160448615,-0.4034927901121538
0.107,-0.4318425268940261,-0.41217898832684824
0.108,-0.43023117418173495,-0.4544014648661021
0.109,-0.4253971160448615,-0.432799267566949
0.11,-0.4270084687571527,-0.4105676356145571
0.111,-0.42861982146944383,-0.4370038910505836
0.112,-0.4253971160448615,-0.4318425268940261
0.113,-0.4253971160448615,-0.41024032959487294
0.114,-0.4270084687571527,-0.4373311970702678
0.115,-0.42378576333257034,-0.432799267566949
0.116,-0.42378576333257034,-0.41185168230716407
0.117,-0.4253971160448615,-0.42313115129320206
0.11800000000000001,-0.42378576333257034,-0.4186243991760128
0.11900000000000001,-0.42378576333257034,-0.43055848020141907
0.12,-0.42217441062027916,-0.42668116273746853
0.121,-0.42217441062027916,-0.40638818951705197
0.122,-0.42378576333257034,-0.4347379262989242
0.123,-0.42056305790798804,-0.43151522087434196
0.124,-0.42056305790798804,-0.41185168230716407
0.125,-0.42217441062027916,-0.4079995422293431
0.126,-0.42217441062027916,-0.42056305790798804
0.127,-0.42056305790798804,-0.4337811856260014
0.128,-0.4189517051956969,-0.41477225909819176
0.129,-0.42056305790798804,-0.4115495536736095
0.13,-0.42056305790798804,-0.4247425040054932
0.131,-0.4189517051956969,-0.42217441062027916
0.132,-0.4189517051956969,-0.4196063172350652
0.133,-0.4189517051956969,-0.4005722133211261
0.134,-0.42056305790798804,-0.43023117418173495
0.135,-0.4173403524834058,-0.42829251544975966
0.136,-0.4173403524834058,-0.4099382009613184
0.137,-0.4189517051956969,-0.4073449301899748
0.138,-0.4189517051956969,-0.4212176699473563
0.139,-0.4173403524834058,-0.419279011215381
0.14,-0.4173403524834058,-0.4173403524834058
0.14100000000000001,-0.4173403524834058,-0.4154016937514305
0.14200000000000002,-0.4173403524834058,0.8249874113069352
0.14300000000000002,-0.4173403524834058,0.8249874113069352
0.14400000000000002,-0.29165484092469673,0.8249874113069352
0.145,-0.11601739528496223,0.8249874113069352
0.146,0.035449759670405125,0.8249874113069352
0.147,0.1643579766536965,0.8249874113069352
0.148,0.2707072556649119,0.8249874113069352
0.149,0.35933165484092466,0.4601922636758984
0.15,0.4350652323186084,0.2210826276035706
0.151,0.45762417029068436,0.48244907301441975
0.152,0.43023117418173495,0.5739688715953307
0.153,0.42056305790798804,0.3899473563744564
0.154,0.43828793774319064,0.36320897230487525
0.155,0.43989929045548176,0.5001739528496223
0.156,0.4253971160448615,0.4621309224078736
0.157,0.42861982146944383,0.3899473563744564
0.158,0.4350652323186084,0.43023117418173495
0.159,0.43023117418173495,0.45601281757839324
0.16,0.4270084687571527,0.4337811856260014
0.161,0.42861982146944383,0.41089494163424123
0.162,0.43023117418173495,0.4366765850308995
0.163,0.4270084687571527,0.43088578622110324
0.164,0.4270084687571527,0.4415106431677729
0.165,0.4253971160448615,0.4034927901121538
0.166,0.42861982146944383,0.42990386816205084
0.167,0.4253971160448615,0.44118333714808877
0.168,0.42378576333257034,0.4366765850308995
0.169,0.42378576333257034,0.41572899977111466
0.17,0.4253971160448615,0.4105676356145571
0.171,0.4253971160448615,0.43828793774319064
0.17200000000000001,0.42217441062027916,0.4344106202792401
0.17300000000000001,0.42217441062027916,0.4141176470588235
0.17400000000000002,0.42378576333257034,0.4260517280842298
0.17500000000000002,0.42217441062027916,0.42217441062027916
0.176,0.42217441062027916,0.4182970931563286
0.177,0.42217441062027916,0.43088578622110324
0.178,0.42056305790798804,0.42766308079652093
0.179,0.42056305790798804,0.4079995422293431
0.18,0.42217441062027916,0.42056305790798804
0.181,0.42056305790798804,0.4337811856260014
0.182,0.4189517051956969,0.41477225909819176
0.183,0.42056305790798804,0.42796520943007554
0.184,0.4189517051956969,0.40895628290226593
0.185,0.42056305790798804,0.42217441062027916
0.186,0.4189517051956969,0.4196063172350652
0.187,0.4189517051956969,0.4334538796063172
0.188,0.4173403524834058,0.4150743877317464
