Time,ADC,DAC
0.0,0.0,-0.5000076295109483
0.001,-0.49414816510261694,-0.5000076295109483
0.002,-0.4980544747081712,-0.5000076295109483
0.003,-0.4980544747081712,-0.5000076295109483
0.004,-0.4961013199053941,-0.5000076295109483
0.005,-0.4980544747081712,-0.5000076295109483
0.006,-0.4980544747081712,-0.5000076295109483
0.007,-0.4980544747081712,-0.5000076295109483
0.008,-0.4980544747081712,-0.5000076295109483
0.009000000000000001,-0.4980544747081712,-0.5000076295109483
0.01,-0.4980544747081712,-0.5000076295109483
0.011,-0.4980544747081712,-0.5000076295109483
0.012,-0.4980544747081712,-0.5000076295109483
0.013000000000000001,-0.5000076295109483,-0.5000076295109483
0.014,-0.4980544747081712,-0.5000076295109483
0.015,-0.4980544747081712,-0.5000076295109483
0.016,-0.4980544747081712,-0.5000076295109483
0.017,-0.5000076295109483,-0.5000076295109483
0.018000000000000002,-0.4980544747081712,-0.5000076295109483
0.019,-0.5000076295109483,-0.5000076295109483
0.02,-0.4980544747081712,-0.5000076295109483
0.021,-0.4980544747081712,-0.5000076295109483
0.022,-0.5000076295109483,-0.5000076295109483
0.023,-0.4980544747081712,-0.5000076295109483
0.024,-0.5000076295109483,-0.5000076295109483
0.025,-0.5000076295109483,-0.5000076295109483
0.026000000000000002,-0.4980544747081712,-0.5000076295109483
0.027,-0.5000076295109483,-0.5000076295109483
0.028,-0.4980544747081712,-0.5000076295109483
0.029,-0.5000076295109483,-0.5000076295109483
0.03,-0.5000076295109483,-0.5000076295109483
0.031,-0.4980544747081712,-0.5000076295109483
0.032,-0.5000076295109483,-0.5000076295109483
0.033,-0.5000076295109483,-0.5000076295109483
0.034,-0.4980544747081712,-0.5000076295109483
0.035,-0.5000076295109483,-0.5000076295109483
0.036000000000000004,-0.5000076295109483,-0.5000076295109483
0.037,-0.4980544747081712,-0.5000076295109483
0.038,-0.5000076295109483,-0.5000076295109483
0.039,-0.5000076295109483,-0.5000076295109483
0.04,-0.5000076295109483,0.5000076295109483
0.041,-0.4980544747081712,0.5000076295109483
0.042,-0.33594262607766845,0.5000076295109483
0.043000000000000003,-0.11523613336385138,0.5000076295109483
0.044,0.07617303730830853,0.5000076295109483
0.045,0.234378576333257,0.5000076295109483
0.046,0.36523994811932553,0.5000076295109483
0.047,0.4746166170748455,0.5000076295109483
0.048,0.5019607843137255,0.5000076295109483
0.049,0.49414816510261694,0.5000076295109483
0.05,0.4980544747081712,0.5000076295109483
0.051000000000000004,0.4980544747081712,0.5000076295109483
0.052000000000000005,0.4980544747081712,0.5000076295109483
0.053,0.4980544747081712,0.5000076295109483
0.054,0.5000076295109483,0.5000076295109483
0.055,0.4980544747081712,0.5000076295109483
0.056,0.4980544747081712,0.5000076295109483
0.057,0.5000076295109483,0.5000076295109483
0.058,0.4980544747081712,0.5000076295109483
0.059000000000000004,0.5000076295109483,0.5000076295109483
0.06,0.5000076295109483,0.5000076295109483
0.061,0.4980544747081712,0.5000076295109483
0.062,0.5000076295109483,0.5000076295109483
0.063,0.5000076295109483,0.5000076295109483
0.064,0.4980544747081712,0.5000076295109483
0.065,0.5000076295109483,0.5000076295109483
0.066,0.5000076295109483,0.5000076295109483
0.067,0.4980544747081712,0.5000076295109483
0.068,0.5019607843137255,0.5000076295109483
0.069,0.4980544747081712,0.5000076295109483
0.07,0.5000076295109483,0.5000076295109483
0.07100000000000001,0.5000076295109483,0.5000076295109483
0.07200000000000001,0.4980544747081712,0.5000076295109483
0.073,0.5019607843137255,0.5000076295109483
0.074,0.4980544747081712,0.5000076295109483
0.075,0.5000076295109483,0.5000076295109483
0.076,0.5000076295109483,0.5000076295109483
0.077,0.5000076295109483,0.5000076295109483
0.078,0.5000076295109483,0.5000076295109483
0.079,0.5000076295109483,0.5000076295109483
0.08,0.5000076295109483,0.5000076295109483
0.081,0.5000076295109483,0.5000076295109483
0.082,0.5000076295109483,0.5000076295109483
0.083,0.4980544747081712,0.5000076295109483
0.084,0.5019607843137255,0.5000076295109483
0.085,0.4980544747081712,0.5000076295109483
0.08600000000000001,0.5019607843137255,0.5000076295109483
0.08700000000000001,0.4980544747081712,0.5000076295109483
0.088,0.5000076295109483,0.5000076295109483
0.089,0.5000076295109483,0.5000076295109483
0.09,0.5000076295109483,0.5000076295109483
0.091,0.5000076295109483,-0.5000076295109483
0.092,0.5000076295109483,-0.5000076295109483
0.093,0.32617685206378266,-0.5000076295109483
